,volatility,beta_static,rolling_beta,rolling_volatility,ma_50,ma_200
APLAPOLLO.BO,0.45804073949616325,0.7986963684999853,0.6323939252688576,0.025479551194590614,1092.9755834960938,996.029418334961
APLLTD.BO,0.3595754443617563,0.5954727353830696,0.43558015893104873,0.011324490109764104,590.1414135742187,660.1082852172851
APOLLOHOSP.BO,0.3351079090887511,0.6861631106667645,0.8870045276980641,0.015862727276837785,4543.74607421875,4252.925336914062
APOLLOTYRE.BO,0.3896344418737465,1.1169317639173577,1.15652847707871,0.019045412257743033,299.7192578125,238.88324157714842
APTECHT.BO,0.5165211798042915,1.1105241106107229,1.2426819808215825,0.018052792238849886,222.75634368896485,193.25562133789063
ARCHIDPLY.BO,0.648856953259499,0.8246571738058726,0.6364637809663486,0.03370098872180154,74.08600051879883,64.9860000038147
ARCHIES.BO,0.5757769964314332,0.8080174514990691,0.8371842315056407,0.04900513186308135,23.335,19.459750032424928
ARCOTECH.BO,0.5170769726699267,0.2354135123449339,0.0,0.0,2.3399999141693115,2.3399999141693115
ARIES.BO,0.54863994995831,1.079019724285268,0.9834914949829412,0.05097421100367331,147.05835189819334,136.873056640625
ARMANFIN.BO,0.5884446379808826,0.8571934523398127,1.0142633218624388,0.02277162181919768,1473.4099975585937,1265.674250793457
AROGRANITE.BO,0.5749487004459646,0.8090987179538636,1.1856247303514655,0.03681714629116653,46.60000022888184,48.16000017166138
ARROWGREEN.BO,0.6104300119583304,0.5369979183718698,0.7818036624177986,0.043499569592896525,156.5279542541504,111.19504062652588
ARSHIYA.BO,0.678604509239369,0.9108341964381094,0.9637200604121633,0.04301997054243466,10.399000005722046,17.010100061893464
ARSSINFRA.BO,0.6358210400080958,1.1026196105828274,0.7610170067440818,0.027248915507084588,21.19300006866455,23.034250025749206
ARVIND.BO,0.4963992781632062,1.2018466613151788,1.255559635523795,0.025897635648763857,88.64270675659179,95.70855308532715
ASAHIINDIA.BO,0.4071585170954033,0.793015372745841,1.0121512663900387,0.022772735352598848,591.6215325927734,540.0035292053223
ASAHISONG.BO,0.5062128489533154,0.9169635732311834,0.6137672441802607,0.01728113298137523,271.61575988769533,289.1942292785645
ASAL.BO,0.5809537825021549,0.680458028342561,0.9771695725475469,0.029800029276929513,386.59700073242186,443.8210005187988
ASHAPURMIN.BO,0.5714663161254605,0.8771563252067334,1.2764959698847484,0.03653350498461357,86.9820002746582,105.1076876449585
ASHIANA.BO,0.4232233620033656,0.6185777423108263,0.6985524801662191,0.018350777555101377,149.9244479370117,143.8530386352539
ASHIMASYN.BO,0.6644977717452225,0.7552883328798303,0.6165117974397506,0.03391527916130873,15.43340009689331,14.34545003414154
ASHOKA.BO,0.45892768086032903,0.9995748677557723,1.1688814437824495,0.02315773122769535,78.39400039672852,80.08975025177001
ASHOKLEY.BO,0.41112569420103795,1.1813760595594407,1.0819731858560175,0.013270265141983886,140.59898193359376,135.6644606399536
ASHOKRE.BO,10.799415234065291,-0.20114753760276244,0.11546738690953472,0.012423143883757544,5.09779990196228,8.144949948787689
ASIANHOTNR.BO,0.48706734925464673,0.41385533791309226,0.9929099749982976,0.02318028252791714,87.88899993896484,85.1114998626709
ASIANPAINT.BO,0.2633047080862338,0.741488988465755,0.7961815924134986,0.009802566388173182,3054.7286572265625,3048.1956091308593
ASIANTILES.BO,0.5554438010193473,0.8804482778393168,0.9730021423281439,0.02091095333192197,52.48900001525879,60.49513347625732
ASTEC.BO,0.5521773319722175,0.7655715416829523,0.7132150711992364,0.01649056145414428,1992.25345703125,1883.3099493408204
ASTRAL.BO,0.3626175724958795,0.6448654830426231,0.9088466998644006,0.018966058766495306,1487.4652709960938,1471.7067901611329
ASTRAMICRO.BO,0.46121894574013816,0.9085284864643,0.8741241002824595,0.025615766651232854,303.4978454589844,267.11786064147947
ASTRAZEN.BO,0.40692546263217116,0.6505459137504568,0.5417006657815608,0.012627759436774392,3327.034638671875,2996.395723876953
ATFL.BO,0.3347151742000909,0.5589171066932824,0.36294575619073227,0.01731292641614094,795.6237377929688,801.8184689331055
ATLASCYCLE.BO,0.4237048418639669,0.6101147174687516,0.0,0.0,29.0,29.0
ATUL.BO,0.34523185200826506,0.7111509550159955,0.695280451496407,0.017314962822409036,8264.56283203125,8704.809777832032
ATULAUTO.BO,0.4103731148198304,0.853196198242717,1.0776121192447463,0.03115815839290132,287.9619995117188,208.99174980163573
AURIONPRO.BO,0.5645836658607731,0.6972291541090824,0.9536772170247716,0.03755116536005992,179.28322143554686,166.2571691131592
AUROPHARMA.BO,0.4011480634719796,0.921930891128548,0.82125925116591,0.010874306925600692,474.3993701171876,541.0564189147949
AUTOAXLES.BO,0.4201082909717547,0.7869799188136284,0.7025472154055951,0.017045974014424096,1914.25046875,1768.7831408691407
AUTOIND.BO,0.568882023790127,0.8919098822134581,0.936638552223298,0.03211904138338938,91.53500061035156,75.79875015258789
AUTOINT.BO,0.0,0.0,0.0,0.0,19.78648376464844,19.78648376464844
AVTNPL.BO,0.5143692479503941,0.8736599160044913,1.1392465715690523,0.02944111582766336,107.91893585205078,102.35761070251465
AXISBANK.BO,0.36044292043742854,1.4267714453620124,0.9973838403995255,0.01006472752284093,897.8201513671875,765.8142135620117
AXISCADES.BO,0.6177079079411298,0.8824888255517603,0.9591909395138274,0.03551882177067866,295.22900024414065,177.62625011444092
AYMSYNTEX.BO,0.6075787306487316,0.6985340334705482,1.148703202427996,0.02512453836933616,77.12000015258789,91.5700004196167
BAGFILMS.BO,0.6278660600682676,0.7689026414657217,0.8033011255741275,0.026966975335012505,5.12140001296997,6.030400004386902
BAJAJ-AUTO.BO,0.25317462111385663,0.7781535836118256,0.6665961299806793,0.010441013122457002,3490.389599609375,3527.641730957031
BAJAJELEC.BO,0.3937454112015725,0.7280904658757996,0.504931201576031,0.01565318354777082,1136.8716235351562,1095.2790365600586
BAJAJFINSV.BO,0.3456575440315771,1.1034599455500331,1.348171386222622,0.013157870523994508,1639.5329321289062,1515.0744555664062
BAJAJHIND.BO,0.5333105882155296,0.7619743280143083,0.67952907935784,0.05958963223453376,13.165200023651122,13.18405002117157
BAJAJHLDNG.BO,0.2938482805717991,0.622149905899986,0.81050712783815,0.018952303608462645,6107.6201171875,5368.1470556640625
BAJFINANCE.BO,0.37688161519330043,1.2367341242243002,1.3936507335585357,0.009372961802102587,6744.141474609375,6617.896552734375
BALAJITELE.BO,0.4849111369002747,0.9936807630871631,0.8765034090544822,0.022328033143609108,47.24699989318847,53.215749988555906
BALAMINES.BO,0.5193596338940422,1.0690783619432476,1.036287722339013,0.016072576890946596,2900.939365234375,3094.360736083984
BALKRISIND.BO,0.34410969048041296,0.7600385949985757,0.8214926133964274,0.011653871103430597,1990.630185546875,2048.64416015625
BALLARPUR.BO,0.4870975248253995,0.5796544804807462,0.3778138953977636,0.03294212436789435,345.87878967285155,397.1969692993164
BALMLAWRIE.BO,0.4189449693012572,0.6327916234795975,0.6872899090318736,0.019143241862029883,110.2141798400879,104.79061656951905
BALPHARMA.BO,0.5750947272766279,0.7605151664959929,0.6266383866319198,0.03139974409660611,88.76290328979492,95.92411655426025
BALRAMCHIN.BO,0.4704974693033367,0.8129409993118306,0.9432874359905757,0.017580957734841363,356.6743194580078,381.4172694396973
BANARBEADS.BO,0.615208242917901,0.45513485266942055,0.910233860441185,0.021164323718091935,77.59104942321777,75.97704307556153
BANARISUG.BO,0.40459767599271296,0.578915097736208,0.7986144656217703,0.017932578430394443,2895.7171044921874,2624.5152850341797
BANCOINDIA.BO,0.4378895258353441,0.7242785202129752,1.0599805165821692,0.021025727453908048,72.89145278930664,60.26259229660034
BANG.BO,0.5988780762204473,0.3794018779383935,0.8767539834502659,0.025713596435426384,48.03499992370605,44.535249967575076
BANKBARODA.BO,0.43324198997171953,1.2970755024814027,1.1698258525085146,0.022426743304363256,158.61687713623047,120.06435081481933
BANKBEES.BO,2.7679037500890544,1.0310446602534737,0.9693741607134541,0.008174905279760487,429.4813977050782,385.3881994628906
BANKINDIA.BO,0.46124007903342484,1.3116737737440718,1.1779821487381827,0.03988341631011708,74.88129898071288,52.10516185760498
BANSTEA.BO,0.14572162080782644,-0.02234020812644716,0.03818706148457783,0.020221832384065434,7.940999984741211,6.5558999824523925
BANSWRAS.BO,0.5121281657057675,0.5738669862488265,1.1860563768846626,0.03274429635675704,110.71954284667969,109.62425483703613
BASF.BO,0.36453172292647384,0.6303708265628383,0.6220909790049494,0.011336609622628068,2711.4221533203126,2778.6201623535158
BASML.BO,0.5071422944539595,0.7081261567497494,1.23098893174153,0.032504674578396,51.11900016784668,59.654269733428954
BATAINDIA.BO,0.2913077478167675,0.8642603786732932,0.8693371099791627,0.009264290731917736,1693.5021313476564,1762.7820910644532
BAYERCROP.BO,0.28567980824289274,0.4149071095130564,0.3961874807230584,0.013313561647319248,4441.327080078125,4591.766697998047
BBL.BO,0.4175674495557169,0.9043724405325573,0.8869632461225424,0.027492447410836156,1129.7468530273438,902.7441165161133
BBTC.BO,0.46591529898808864,1.1707537844129197,0.8713864048102663,0.020935624686035607,926.4035375976563,924.1264868164062
BEDMUTHA.BO,0.6329941085578563,0.5962762987316395,0.7533342162804318,0.054595746689864666,63.998999786376956,71.3723747253418
BEL.BO,2.9099362961622157,1.161032110725917,0.7821544506079491,0.014087322353753439,102.17555267333984,88.32193214416503
BEML.BO,0.4524850741467698,1.0716547509739915,0.8743321263064106,0.02373381482269527,1480.82251953125,1484.7104620361329
BENTCOM.BO,0.0,0.0,0.0,0.0,4.050000190734863,4.050000190734863
BEPL.BO,0.5792244650105354,0.7907880736883507,1.0874289881860297,0.018396677924627066,59.43686416625977,61.85143856048584
BERGEPAINT.BO,0.30959216770866094,0.7010782280815409,0.8831681842490862,0.00999377713033226,495.64374755859376,518.9321351623535
BFINVEST.BO,0.5661266517461772,1.0873497305253976,1.0079223077266186,0.019629053092506815,286.4729998779297,284.2247496032715
BFUTILITIE.BO,0.5440569317056024,1.329668520539622,1.4143219895684793,0.026742237664043333,392.4540002441407,366.0977500915527
BGRENERGY.BO,0.5471569841578838,1.1946026780652412,1.05973930412947,0.042062180358347245,68.3929997253418,74.43599988937378
BHARATFORG.BO,0.36060555201040656,1.0478657616455167,1.0012394905617776,0.016758261449378767,846.4717822265625,731.2931661987304
BHARATGEAR.BO,0.5684333729667213,0.8645978164446849,1.0900846304063518,0.03208854516027157,133.04200088500977,114.34516582489013
BHARATIDIL.BO,0.44240380014860703,0.339415560381782,0.0,0.0,2.0999999046325684,2.0999999046325684
BHARATRAS.BO,0.5147057336099127,0.7907846613721277,0.5246912954589718,0.008361305029847284,10320.2175,11584.864873046876
BHARTIARTL.BO,0.3222797771478435,0.8402608882674009,0.667450966347779,0.01056001598931241,818.7073181152343,737.0699237060547
BHEL.BO,0.43950444708523045,1.2534931152479607,1.2012138140356463,0.03112497908519923,77.52081619262695,58.97234390258789
BIL.BO,0.46910021420374726,0.5663101077527044,1.166795322957935,0.019188159320646797,209.2640007019043,210.6218751144409
BILENERGY.BO,0.766342683515392,0.23117321283828388,0.0,0.0,0.6600000262260437,0.6600000262260437
BIOCON.BO,0.3317729084368384,0.6730755389357135,0.6427646597105071,0.013209075386324761,274.07596801757813,308.2563859558106
BIRLACABLE.BO,0.5775398948502355,0.9260074396804795,1.2901413201042402,0.028721319457141514,145.2061457824707,132.82375522613526
BIRLACORPN.BO,0.393637168809746,0.7747858840585178,0.8510925765201709,0.017410344230787814,956.7427416992188,971.8620474243164
BIRLAMONEY.BO,0.5862028122979706,0.9671737707439317,1.119575221931502,0.022279718485861615,61.22499992370606,59.80199996948241
BLISSGVS.BO,0.47340233504959306,0.6466250665408432,0.7167328253612395,0.009571660166207347,72.9536196899414,75.77059238433839
BLKASHYAP.BO,0.6258091729128219,0.9986665634859485,0.7737308492610478,0.03416246174186436,29.701999969482426,25.374500036239628
BLUEDART.BO,0.3209283140834352,0.5169478335139452,0.5164261570260014,0.011649837836346785,7511.049873046875,7643.869765625
BLUESTARCO.BO,0.3078942427001306,0.5940702056654296,0.37253347323095687,0.008709777939810402,602.0392443847657,532.1603932189942
BMAL.BO,0.5676151354843405,0.024534897228681435,0.3283308404678349,0.01809748268646587,3.1840000343322754,3.539650024175644
BODALCHEM.BO,0.5283628454367735,0.9131308437595094,1.0369230238163656,0.01807975051174416,80.00537506103515,90.79856044769286
BOMDYEING.BO,0.5205064898395035,1.333011033838385,1.228614113359473,0.018550853179303356,82.32443603515625,97.01578163146972
BOSCHLTD.BO,0.28661881514922904,0.8086924237677247,0.967986641163687,0.010706629234719234,16473.99357421875,15353.299521484376
BPCL.BO,0.3773662160917619,0.9426026296227559,0.7786451231544095,0.016689915301140466,135.88854522705077,137.12261924743652
BPL.BO,0.6289400710681877,1.1237943438371214,1.0148551596354576,0.022000558949531162,68.8200001525879,68.51600021362304
BRFL.BO,0.4996830353376049,0.39127530463559923,0.1515542102957918,0.017610348972520923,1.8574000048637394,4.034699971079826
BRIGADE.BO,0.4357407752050768,0.9340661953745237,0.929670989809994,0.017375086629614806,481.71185974121096,481.1270036315918
BRITANNIA.BO,0.2620842030730463,0.597460709514432,0.5202828284082348,0.009165370114524401,4061.654384765625,3550.050202636719
BROOKS.BO,0.6148524347986951,0.9005293545122405,1.04910983136199,0.026401955325339656,111.22699981689453,99.54099990844726
BSL.BO,0.6501185100278093,0.6248090505747431,1.1061503009735847,0.05462000722110029,175.3419348144531,131.70880912780763
BURNPUR.BO,0.5755966969855798,0.508184006517645,0.9976723129362195,0.044423376418695634,26.271999931335454,27.24499997138977
BUTTERFLY.BO,0.518700315135578,0.8970033242760529,-0.03876106785629893,0.016142505251525933,1590.4580029296876,1473.0665014648437
BVCL.BO,0.5576274059867311,0.369175176118698,0.38908163236587057,0.02835067914273122,24.409000053405766,23.954750037193303
BWLLTD.BO,0.0,0.0,0.0,0.0,25.450000762939453,25.450000762939453
CANBK.BO,0.45860395966718154,1.5074672118036667,1.4209309975459703,0.023605296212018113,43.43443908691406,32.51223999977112
CANDC.BO,0.6164642418797235,0.5336640838382211,0.30426457144770286,0.0,2.3729999017715455,3.5197499871253966
CANFINHOME.BO,0.42424652119348755,1.0468094443391311,1.2470947118372726,0.02255807838299278,522.0326245117187,531.0539532470704
CANTABIL.BO,0.5609401659092806,0.5757745816902571,0.8388936821373241,0.028919217539970767,232.8654656982422,229.55224800109863
CARBORUNIV.BO,0.3307536438769681,0.607756053498827,0.59442718110492,0.0170548510973848,840.4695190429687,794.0487600708008
CAREERP.BO,0.5102527482859612,0.8611527480800438,0.8122774725000728,0.02934144561091512,135.3274951171875,120.66751750946045
CARERATING.BO,0.3512115113043135,0.533276458329091,0.4383725685845156,0.02319331915565348,524.2201995849609,471.66355682373046
CASTROLIND.BO,0.27032609749176423,0.5806149121441578,0.42350565835692705,0.01703805525243823,113.94286041259765,100.19552913665771
CCCL.BO,0.60898156961005,0.34166746637679885,0.4707717137381574,0.020237092775841844,1.9425999784469605,2.139800001978874
CCHHL.BO,0.5651654954308609,0.7286256009361582,0.48432263381406,0.025050794153415896,7.731399993896485,7.626200003623962
CCL.BO,0.38790470680170436,0.7205552379539553,0.831871606601541,0.025396359737472316,503.4645745849609,433.45394760131836
CEATLTD.BO,0.4031533431674864,0.8378835920693208,0.611421319014704,0.028527018544133326,1683.3627270507814,1300.4437518310547
CELEBRITY.BO,0.6737154058568884,0.7029722401174658,1.435380205583887,0.04529933769558188,20.484999866485595,17.16669997215271
CELESTIAL.BO,0.5238438710095776,0.367138571255866,0.0,0.0,2.0199999809265137,2.0199999809265137
CENPORT.BO,0.36069215262739074,-0.0273674331141415,-0.1698479061403879,0.030472651523190272,0.8801236844062805,0.6372386154532432
CENTENKA.BO,0.39608939546643507,0.8494462228629238,1.0292733514289003,0.015772308543263874,407.8835382080078,444.0381427001953
CENTEXT.BO,0.7072234750109434,0.7535868839853339,0.5962861235118289,0.02293702829176317,10.531400051116943,10.86284999370575
CENTRALBK.BO,0.4452807047715529,0.8556597953289781,0.733108699251801,0.052736779061427465,26.970999946594237,20.74774998664856
CENTUM.BO,0.5183286393297911,0.6969554156105376,0.8012036650997797,0.04132217592369649,602.5990234375,488.7923959350586
CENTURYPLY.BO,0.4419075431718652,0.8256796251379986,0.42123266316916524,0.018116438428800934,565.2161224365234,594.8083235168457
CERA.BO,0.3448661500204584,0.5146668268991842,0.4853412209610427,0.013328059411844242,5287.879970703125,4751.62330078125
CEREBRAINT.BO,0.6234247263845596,0.6930769153615228,0.9336333767150984,0.06581822750683898,29.971999912261964,49.34224993228912
CESC.BO,0.6159065863264424,0.7249627478087978,0.38858358853085717,0.015318977682903015,67.62083755493164,68.92834072113037
CGCL.BO,0.4968615979558531,0.43272750920767017,0.11296618509259089,0.009488542276096279,709.2627770996094,666.9851461791992
CGPOWER.BO,0.5273395754624617,0.9230122403523622,0.7667518440737078,0.014578297168684027,265.4406918334961,218.7588217163086
CHAMBLFERT.BO,0.3900168627296707,0.8088425612285662,1.0895087121178624,0.021517435427255933,288.02961181640626,324.57699142456056
CHENNPETRO.BO,0.47928956880162904,0.866741276967653,0.6122564382491095,0.02712827580027115,187.8339736938476,217.70397106170654
CHOLAFIN.BO,0.4017419449325327,1.090363560816381,1.114195471931657,0.013278769216172007,723.0652783203125,707.9318450927734
CINELINE.BO,0.6365522758403882,0.6613689230686924,0.9364688857664861,0.025106582120529856,109.88799957275391,125.00249988555908
CINEVISTA.BO,0.6442081659856633,0.19959562962928332,0.16657338819691103,0.036106715199052467,12.346800003051758,13.203149991035461
CIPLA.BO,0.2612658146172413,0.5063265288940686,0.33560285945207163,0.01089889728745334,1100.8722729492188,1015.5009979248047
CITYMAN.BO,0.35775276739740863,0.027750216979067467,0.0735265989472729,0.012693780911372245,10.326199855804443,7.261199972629547
CLASELE.BO,0.0,0.0,0.0,0.0,15.5,15.5
COALINDIA.BO,0.29023763648388556,0.6747438173830825,0.6923705179483833,0.012236897258792106,192.90127563476562,166.9073169708252
COLPAL.BO,0.21896696029919413,0.4165638391486623,0.40114371378623026,0.01269642119189693,1535.8633447265624,1504.020264892578
COMPUSOFT.BO,0.5784690525161731,0.641035006164988,0.8554673374996796,0.036115784699286786,20.8938578414917,21.95875370025635
CONCOR.BO,0.32091709223857157,0.7370225719584728,0.7023666747630195,0.015465141657287233,729.9780541992187,658.0681814575196
CONTROLPR.BO,0.47732508507615773,0.6548610687183258,0.8379011121315265,0.014991020271860014,408.65722167968755,420.5946678161621
CORALFINAC.BO,0.6047608902892522,0.4279677014002741,1.1775010050225365,0.025204068791508542,34.39769733428955,36.9147696018219
CORDSCABLE.BO,0.5721732973577571,0.655803268265224,1.2416742089347999,0.02992799458520392,66.33719024658203,59.41089460372925
COROMANDEL.BO,0.3169067140203614,0.5490405671298433,0.643822721064603,0.015720675102328278,919.444501953125,930.1366265869141
COUNCODOS.BO,0.6719642775535325,0.2334455003180782,0.714292059506712,0.06133928324548777,4.565600032806397,4.59200000166893
CREST.BO,0.6089540286389502,0.622875504652944,0.7345120586703643,0.030551753489674614,178.32804107666016,175.58293518066407
CRISIL.BO,0.2943315944906445,0.4150123444937862,0.5665465319245826,0.01363898730295819,2845.413515625,3093.632723388672
CSLFINANCE.BO,0.5590623726984955,0.6034462634871904,0.5674043527782573,0.017337513282589173,245.60925231933595,222.01897521972657
CTE.BO,0.6080542084738331,0.3588120849561756,0.722984650049215,0.03441218461810876,60.97899971008301,63.107749977111816
CUB.BO,0.31298596174570276,0.7590614091811807,1.0560648228855105,0.02598673938496342,184.34312866210936,156.7483076095581
CUBEXTUB.BO,0.637998163688743,0.3211041697422854,0.6477273929555724,0.058788512580541394,33.964999961853025,28.37324999809265
CUMMINSIND.BO,0.3027109079530589,0.6442764288275307,0.8109548110230304,0.018388895262387583,1343.6203759765624,1144.5763973999024
CUPID.BO,0.7035644766783827,0.5469091828559426,0.6796109721997513,0.04219066785308574,9.71528299331665,7.165986964702606
CURATECH.BO,0.4780866257363007,0.07624413160719455,0.0,0.0,35.599998474121094,35.599998474121094
CYBERTECH.BO,0.6264198448914167,0.9901935547773597,1.0062498978775332,0.022134434618505686,129.36410934448242,144.99900325775147
CYIENT.BO,0.34980491194724117,0.44522345293587284,0.6065562383703671,0.017458863646883795,774.2304260253907,782.1677859497071
DABUR.BO,0.23793488332067617,0.5515794847297362,0.6427534639106377,0.014602172677717762,555.4916589355469,534.9282208251954
DALMIASUG.BO,0.554792406506935,0.7201657649923774,1.098743798196015,0.03375736075242104,336.1887713623047,363.55420425415036
