,volatility,beta_static,rolling_beta,rolling_volatility,ma_50,ma_200,MarketCap,TrailingPE,TrailingEPS,TotalRevenue,DividendYield,Beta,FullTimeEmployees,Sector_Encoded,Industry_Encoded
DHUNINV.BO,0.5638968584754461,0.5485066139554154,0.743097410977379,0.029601079945170007,702.7919116210937,648.4883013916016,9355512832.0,6.9395323,221.11,8282152960.0,0.16,1.106,6.0,6.0,20.0
DICIND.BO,0.3857636985548849,0.5742704793112067,0.44760788545255237,0.013722884762849047,390.44411529541014,376.305857925415,5858484224.0,29.93668,21.32,8911089664.0,0.63,0.295,,1.0,86.0
DISHTV.BO,0.5416923386435651,0.9163704003263984,1.0562517759537713,0.045341969189000055,18.29399995803833,15.306049990653992,11820889088.0,,-10.79,16308899840.0,,1.086,341.0,2.0,38.0
DIVISLAB.BO,0.3089374352123074,0.6017922452974169,0.7481176016684469,0.01282730950705634,3378.91216796875,3702.576632080078,1454834974720.0,70.42299,77.78,90780000256.0,0.55,0.352,9741.0,7.0,32.0
DLF.BO,0.4731103658599141,1.5862263251287536,1.4049593197037962,0.01764891618654544,389.3107354736328,362.57540176391603,1571203055616.0,39.2063,16.19,70009167872.0,0.79,0.705,2507.0,9.0,75.0
DLINKINDIA.BO,0.5288839771542679,1.1057249187881155,1.1680236881687835,0.03256828646648519,242.59531677246093,165.78437519073486,13003669504.0,12.75688,28.71,13479678976.0,3.55,0.682,249.0,10.0,22.0
DONEAR.BO,0.5594276948966725,0.6317359354707445,0.8117665515100889,0.05124115707804207,70.15480506896972,58.27983102798462,5348199936.0,11.595265,8.87,8986387456.0,0.19,0.647,2510.0,3.0,91.0
DQE.BO,0.5874256845750132,0.5394934897229984,0.0,0.0,1.0299999713897705,1.0299999713897705,81661488.0,,,,,,,11.0,97.0
DREDGECORP.BO,0.48027961374241124,1.0180224407349066,1.0416141586843484,0.03189134216600227,387.4489996337891,324.4882489013672,14432600064.0,,-25.82,9576213504.0,,1.257,248.0,8.0,37.0
DRREDDY.BO,0.26922913997563686,0.4576119740493228,0.5325046480604622,0.011765465211390434,824.1170227050782,788.4636993408203,931160064000.0,17.360207,64.38,311305011200.0,0.72,0.372,27048.0,7.0,32.0
DSINVEST.BO,0.3991991835903369,0.02285882160589292,0.18817457309564095,0.009705185927513802,266.67400115966797,256.97125022888184,132976976.0,38.160034,11.06,10436000.0,,0.698,3.0,6.0,20.0
DSKULKARNI.BO,0.35306403833670624,0.3430589891220348,0.0,0.0,14.300000190734863,14.300000190734863,,,,,,,,11.0,97.0
DSSL.BO,0.7670473190837654,0.5861644080737541,1.0040897547601015,0.035698485025128256,324.35338623046874,299.7671738433838,13381289984.0,19.571005,53.73,12204766208.0,0.05,1.068,1071.0,10.0,47.0
DUCON.BO,0.6453746865325108,0.445172013145394,0.39477520678038586,0.04917023511719995,11.88060001373291,16.960781626701355,1858576768.0,13.95122,0.41,4388404224.0,,1.156,60.0,8.0,87.0
DWARKESH.BO,0.5864276306245715,0.8701355860981776,1.1027190949997148,0.02831161835563204,93.96821228027343,104.41205284118652,7085910016.0,,-0.02,12799732736.0,,0.912,1443.0,4.0,24.0
DYNAMATECH.BO,0.4890638817349123,0.7496261016248511,1.089484243294082,0.023988227327063787,2477.1594482421874,2173.6107025146484,45505024000.0,54.052517,123.96,13935399936.0,0.06,0.827,747.0,3.0,10.0
DYNPRO.BO,0.5369821960916549,0.8512295598738162,1.1146770114954492,0.021945130342770264,364.8579998779297,432.56249938964845,3232632576.0,20.833334,12.9,3523799040.0,,0.253,446.0,1.0,86.0
EASTSILK.BO,0.6870353429752399,0.4495111131816739,0.6796214176139156,0.025895285599731532,3.7878000068664552,4.7349000012874605,168169040.0,,,,,,,11.0,97.0
EASUNREYRL.BO,0.5419286866482967,0.39289120178352127,-0.09672737216195697,0.0,2.5,2.5709999990463257,76985248.0,,,,,,,11.0,97.0
ECLERX.BO,0.369992230246208,0.49570598553066864,0.772334451852706,0.012541623898531508,1369.6087573242187,1432.2980584716797,133501984768.0,26.595636,106.76,32341080064.0,0.04,1.016,14191.0,10.0,47.0
EDELWEISS.BO,0.48579019349831964,1.0856756765973619,1.1107152316363498,0.02323006380996602,60.40700370788574,56.242881565093995,82444656640.0,14.850746,6.03,65169698816.0,1.68,1.236,6000.0,6.0,41.0
EDUCOMP.BO,0.5264334738664551,0.6995640815555709,0.46309484070664586,0.029432607514847584,2.5049000000953674,3.3268250012397766,213092576.0,,-1.34,38395000.0,,0.782,32.0,4.0,33.0
EICHERMOT.BO,0.33278759618206466,0.8696246502322195,0.9509453332947642,0.015840676037198888,3373.7093994140623,2998.8664782714845,1308686024704.0,29.499413,161.81,186457702400.0,1.07,0.535,5249.0,3.0,9.0
EIDPARRY.BO,0.38991978389113124,0.8154663901117746,0.8268667756195169,0.019269214536958307,592.7494091796875,535.2506950378418,117982371840.0,14.534604,45.66,303545286656.0,0.97,0.627,2319.0,1.0,2.0
EIHAHOTELS.BO,0.4540769850996095,0.671775526590644,1.004733221302095,0.028750683987362146,218.83290924072264,208.58592361450195,19405164544.0,23.58889,13.5,4008293120.0,1.88,0.114,423.0,3.0,54.0
EIHOTEL.BO,0.36186050646611306,0.7568094470304417,0.651225613229237,0.02505435785787548,178.29806732177735,159.16628101348877,199553646592.0,28.08979,11.36,27354300416.0,0.38,0.395,5035.0,3.0,54.0
EIMCOELECO.BO,0.44516886182009424,0.464070535412773,0.4815754014115495,0.024022317844988237,408.65094482421875,367.3977725219727,8406548480.0,17.88818,81.47,2664880896.0,0.34,0.62,124.0,8.0,39.0
EKC.BO,0.6107334887535146,1.0493405443230532,0.7858311645791154,0.030048610504728387,100.1160464477539,147.47544589996338,13335920640.0,13.459796,8.83,14029321216.0,0.59,1.733,659.0,8.0,87.0
ELDEHSG.BO,0.5688403975501117,0.719363946671548,0.5779526938184419,0.017207734241896123,593.0001599121093,603.9667739868164,7079759872.0,23.637558,30.46,1463622016.0,1.11,1.298,54.0,9.0,77.0
ELECON.BO,0.5378270754388644,1.0880372706467882,1.2292326704250975,0.03225217049089601,203.77633270263672,151.0228588104248,92553781248.0,24.876358,16.58,19940100096.0,0.36,1.221,1974.0,8.0,87.0
ELECTCAST.BO,0.5014669033151524,1.0137578712213944,1.0767751409021984,0.01988904617006748,39.126124954223634,35.936153383255004,57367572480.0,7.447833,12.46,76206276608.0,2.48,0.657,2901.0,8.0,18.0
ELECTHERM.BO,0.652730470056794,0.7648879776654985,0.6666014806471734,0.01389293280318044,72.47099960327148,89.98299980163574,9694085120.0,2.687403,283.08,41718599680.0,,0.765,2431.0,1.0,89.0
ELGIEQUIP.BO,0.39228936103592915,0.5063903493684478,0.7795134906720445,0.028425637908676617,486.9086846923828,408.10712341308596,135477747712.0,41.82129,10.24,33834500096.0,0.47,0.668,2172.0,8.0,87.0
EMAMIINFRA.BO,0.5866742580582984,0.6666473476461071,0.7319758200955858,0.03604097574602619,75.64200012207031,70.0707500743866,1.879613194947789e+16,,,,,,,11.0,97.0
EMAMILTD.BO,0.3214450130195516,0.5588504550408581,0.43876331991737433,0.01866888550119326,431.1911370849609,437.6243380737305,231344996352.0,29.152914,18.18,37373845504.0,1.51,0.812,3289.0,4.0,46.0
EMKAY.BO,0.602559174242398,0.8923096352478459,1.135543801876587,0.030400610117480412,75.21966247558593,82.8556531715393,5012155904.0,8.818222,22.72,3763140096.0,0.75,0.919,513.0,6.0,20.0
EMMBI.BO,0.5331992709157268,0.7233685774273105,1.0460599394946317,0.019424905052379326,94.2865908050537,93.57969339370727,1815954944.0,19.542744,5.03,4025139968.0,0.31,0.643,,3.0,69.0
ENERGYDEV.BO,0.6318919932675707,0.4784812553732629,0.5220251349665544,0.03942739510785661,19.552999954223633,18.64724997520447,891100032.0,,-15.89,338854016.0,,0.758,64.0,12.0,99.0
ENGINERSIN.BO,0.352635918267311,0.8714944313754946,0.7086894051119578,0.02344785206796327,72.32512489318847,62.89791488647461,84390600704.0,20.317997,7.39,28824963072.0,2.0,0.846,2658.0,8.0,37.0
ENIL.BO,0.3796309308096703,0.6939080208504456,0.6969097115278313,0.02296768696649915,153.7649545288086,172.48629817962646,6697691136.0,82.64706,1.7,5452314112.0,1.07,0.708,916.0,2.0,16.0
EON.BO,0.5970331439153324,0.495282381944375,0.0,0.0,6.96999979019165,6.96999979019165,,,,,,,,11.0,97.0
EROSMEDIA.BO,0.5564099254183205,0.8340069129521019,0.7871319680574974,0.03314868872331087,29.30800003051758,29.870749988555907,918857024.0,,-43.25,1398899968.0,,1.117,72.0,2.0,38.0
ESABINDIA.BO,0.4079259576729862,0.7217941423766026,0.6952781457822446,0.02990667760046481,3665.3654248046873,3312.356302490234,69614075904.0,40.48747,111.7,13466800128.0,2.26,0.596,771.0,8.0,94.0
ESCORTS.BO,0.42824227951196886,1.1922882140056479,0.5295404280429622,0.02298272307323477,2105.0059375,1812.6678845214844,315707392000.0,25.975113,110.5,91456897024.0,0.98,0.413,3897.0,8.0,39.0
ESSARSHPNG.BO,0.5464210641809556,0.609473716737704,0.5402645656586041,0.035378589203855025,9.241200008392333,8.316800005435944,4965353984.0,0.8558687,28.03,3340900096.0,,1.114,,8.0,57.0
ESTER.BO,0.5542064123494959,0.8667429240412348,1.0807500480468173,0.020952435483072997,146.13850357055665,144.61359115600587,12211341312.0,,-1.57,12396176384.0,0.3,0.81,522.0,1.0,86.0
EUROASIA.BO,0.26635051346705396,-0.004543757066713314,0.02390855608608074,0.0,9.720000267028809,8.935800218582154,42639984.0,,,,,,,11.0,97.0
EUROCERA.BO,0.5621811523850994,0.17237177841462933,0.0,0.0,1.1100000143051147,1.1100000143051147,37448848.0,,,,,,,11.0,97.0
EUROMULTI.BO,0.5080278339015155,0.12761345728078907,0.0,0.0,1.4299999475479126,1.4299999475479126,34034000.0,,,,,,,11.0,97.0
EUROTEXIND.BO,0.570239699757546,0.22033186282741618,-0.02525156015073835,0.020826833884814863,10.884199905395509,11.425099992752076,114535672.0,,-4.98,12846000.0,,0.256,29.0,9.0,75.0
EVEREADY.BO,0.43831695886805216,0.7592778998829455,0.6554464059132529,0.022585645228923756,339.8041455078125,329.65911560058595,21991540736.0,27.479563,11.01,13263876096.0,0.33,1.071,1972.0,8.0,34.0
EVERESTIND.BO,0.45299255940201416,1.0208299971121244,1.1455204579551488,0.031110977016024808,803.9461499023438,669.1291290283203,8700945408.0,,-3.69,17022750720.0,0.45,0.667,1431.0,8.0,18.0
EXCEL.BO,0.6306313755709944,0.46409392709064157,0.4492325994981082,0.030653757519221576,0.41219999730587004,0.488796075284481,1072132032.0,38.0,0.02,102645264.0,,0.001,6.0,8.0,25.0
EXCELINDUS.BO,0.4942611471023374,0.861293894666049,1.0298340977514988,0.018166287142936135,1168.2159057617187,1270.216350708008,10961650688.0,13.773496,63.31,9637634048.0,0.63,0.843,1048.0,1.0,86.0
EXIDEIND.BO,0.29285234513599934,0.8014486677034021,0.8209232891803436,0.011903923631793297,179.55488403320314,159.1586647796631,295545012224.0,37.30687,9.32,170753294336.0,0.58,0.747,5151.0,3.0,10.0
FACT.BO,0.5911475261486266,1.043374051877939,1.208420560578101,0.07219143430714019,173.28622467041015,131.9224765777588,450362114048.0,,-1.39,40594460672.0,0.14,0.591,1523.0,1.0,2.0
FCL.BO,0.6127420760766437,0.9850966274370374,1.2505687034222341,0.04144012369323548,312.02052154541013,251.22146591186524,26180386816.0,21.78265,10.49,5665646080.0,0.35,1.188,205.0,1.0,86.0
FCONSUMER.BO,0.540652637152466,0.6389731527714121,0.7832317181320488,0.02012079466352181,1.609200005531311,2.3830000054836273,1058425856.0,,-0.26,4188943104.0,,0.814,18.0,4.0,68.0
FDC.BO,0.3399266219412644,0.5383205690504065,0.43973892589569247,0.012738483094707017,285.7634039306641,265.3249745178223,62168997888.0,22.824268,16.73,20782643200.0,2.62,0.293,6659.0,7.0,32.0
FEDDERELEC.BO,0.4160486442785993,0.4743133742884048,0.0,0.0,4.599999904632568,4.599999904632568,,,,,,,,11.0,97.0
FEDERALBNK.BO,0.3914383013944823,1.2703077942844554,1.087612365497721,0.02108033255020658,132.17226577758788,108.37063293457031,435967164416.0,10.882354,16.32,132330848256.0,0.68,0.946,14604.0,6.0,11.0
FEL.BO,0.625892400158141,0.8436462430667334,0.5781924433163406,0.03424187638359383,1.646200006008148,2.997900000810623,286696896.0,,-36.7,21933699072.0,,1.488,,3.0,29.0
FELDVR.BO,0.681556371388534,0.5548580539509778,0.1544888222243395,0.03100819907225675,7.343800020217896,8.923149964809419,286696960.0,,-46.57,21933699072.0,,1.488,,3.0,29.0
FIEMIND.BO,0.41795032535569027,0.7486644899725836,0.852224745745059,0.022968830260794788,854.6499755859375,657.324207611084,36105367552.0,18.76094,73.12,23263158272.0,1.46,1.075,2418.0,3.0,10.0
FILATEX.BO,0.5680852231647857,0.7275754050500488,1.0065900782579815,0.026941625627523707,47.699429779052736,52.33458530426025,17714253824.0,13.905924,2.87,41979731968.0,0.5,1.298,2692.0,3.0,91.0
FINCABLES.BO,0.36766346363217534,0.7162147245278173,0.989478279331068,0.02793335539653408,533.8996771240235,436.1838043212891,125211164672.0,18.017166,45.44,51253301248.0,0.98,0.858,1576.0,8.0,34.0
FLEXITUFF.BO,0.5284945576355128,0.2023609390669996,0.15539225199488194,0.031453362733788126,29.6589999961853,27.940249977111815,1179979648.0,0.3251922,110.55,3412194048.0,,1.872,6876.0,3.0,91.0
FLFL.BO,0.48210786050184495,0.5325708084212875,0.3608938499664845,0.04654136346461727,6.7029999732971195,16.197049970626832,353106272.0,,-88.0,23132899328.0,,1.161,3841.0,3.0,6.0
FMGOETZE.BO,0.3763315801121945,0.5609478617175768,0.11216399876508602,0.01864828007316217,314.5349993896484,292.940499420166,18400317440.0,12.86965,25.7,17739960320.0,,0.437,2937.0,3.0,10.0
FMNL.BO,0.6898318456506988,0.6127211816983987,1.1124833143700392,0.028485207582247235,5.267399921417236,5.6310499882698055,1169224064.0,1.2617801,15.28,1011542976.0,,1.247,54.0,9.0,77.0
FORCEMOT.BO,0.4454149387265303,1.0004815909095452,1.0320822662762141,0.02586794970447677,1437.2243188476561,1193.1302349853515,87752179712.0,17.331175,384.27,77269303296.0,0.3,0.854,4473.0,3.0,9.0
FORTIS.BO,0.36157760375481945,0.6819150448253848,0.8245686060843238,0.014736834406613872,281.978232421875,267.6226329803467,460637667328.0,59.877335,10.19,75614298112.0,0.16,0.678,12088.0,7.0,58.0
FOSECOIND.BO,0.3375720048742105,0.4891566576015778,0.7510602373321086,0.016843423231793588,1943.90935546875,1700.3392059326172,22279165952.0,31.948896,109.19,5106381824.0,0.72,0.426,220.0,1.0,21.0
FSL.BO,0.47400928878222576,1.0121261010785148,1.1845798512830408,0.018472386010663616,98.17092468261718,101.96921276092529,238594080768.0,42.940445,8.06,74893180928.0,1.16,1.056,34144.0,10.0,47.0
GABRIEL.BO,0.43362529212347817,0.8499740381495244,0.8310361335808946,0.034781442000667524,170.13519592285155,139.07380996704103,66578993152.0,28.986868,15.99,39072051200.0,0.76,1.157,2416.0,3.0,10.0
GAEL.BO,0.5038816680147548,0.9899914367522009,0.9316739781496922,0.026795014823527426,121.13582901000977,138.12237468719482,47816454144.0,15.490342,6.73,46924001280.0,0.34,0.442,2346.0,4.0,68.0
GAIL.BO,0.3221899020653514,0.8048822000570942,0.46480450588818684,0.014149097562623877,82.85113998413085,84.72947257995605,1025712455680.0,8.249603,18.91,1382177177600.0,8.33,0.958,5038.0,12.0,100.0
GANDHITUBE.BO,0.3977274961799718,0.5499657902106914,0.8553450101750423,0.03481410242344605,531.3428228759766,413.9595506286621,7203705344.0,11.990292,49.44,1686493952.0,2.19,0.804,385.0,8.0,60.0
GANECOS.BO,0.46108192728710673,0.8580297747738237,0.8734571399129316,0.020136487241944254,875.4466369628906,708.2457046508789,33231671296.0,32.1523,40.84,14266923008.0,0.34,0.995,2377.0,3.0,91.0
GANESHHOUC.BO,0.5772790288113303,0.9578375932426988,1.0012270993860797,0.022930800284952684,341.9415856933594,308.8944606781006,90245693440.0,16.527946,65.48,9851493376.0,1.02,0.568,112.0,9.0,75.0
GAYAPROJ.BO,0.5560652231152984,0.8948805859980169,1.666534491085731,0.03225182518736628,10.382000064849853,15.023000016212464,1128810112.0,,-72.23,14119771136.0,,2.235,2390.0,8.0,37.0
GEECEE.BO,0.5336323784103093,0.7245862390991018,0.9839973841507752,0.021944701817980028,152.89588134765626,142.64208358764648,7609767424.0,12.513755,29.08,1827904000.0,0.55,0.748,63.0,9.0,75.0
GENESYS.BO,0.6081521227620674,0.6938155984707302,0.42010430607472354,0.028873581291494324,494.1529998779297,539.5737504577637,26376919040.0,50.24261,13.19,2880398080.0,,0.522,991.0,10.0,82.0
GENUSPOWER.BO,0.5450488711466556,0.9414527256382186,1.2604006144640836,0.034366437872794836,87.49177932739258,82.23938369750977,70712844288.0,33.227276,7.7,19253571584.0,0.23,0.694,1644.0,8.0,34.0
GEOJITFSL.BO,0.43482898411803583,0.8801694535945568,0.7568100809575291,0.016907432318061556,45.019536056518554,48.205996646881104,19866578944.0,10.200573,6.98,7425508864.0,1.9,0.875,2568.0,6.0,20.0
GEPIL.BO,0.3628619860159047,0.6974125094497841,0.7960481211311264,0.03028964413422297,142.3750015258789,148.9975,15828715520.0,,-3.65,16136899584.0,,0.985,1313.0,8.0,37.0
GESHIP.BO,0.3478216251259308,0.6411049129223715,0.5682446011565933,0.028433104628577163,561.9876293945313,427.7116227722168,115741335552.0,4.0160565,201.79,55968301056.0,4.33,0.848,242.0,8.0,57.0
GHCL.BO,0.415326175944289,0.848080172097234,0.9243190074043863,0.021805173999681775,541.74119140625,566.8794660949707,55384580096.0,9.208725,62.81,32253900800.0,2.07,0.387,979.0,1.0,21.0
GICHSGFIN.BO,0.4115429688572643,0.9881982245833819,1.0390912242312804,0.04709615150726798,154.89337661743164,130.09444725036622,8909664256.0,4.980433,33.22,3421900032.0,2.72,1.301,335.0,6.0,61.0
GILLANDERS.BO,0.5183663368644525,0.6747975697347889,0.8868032404745164,0.0256126390231202,72.60499969482422,69.4430000114441,2278290432.0,5337.5,0.02,4079941888.0,,0.871,7058.0,4.0,40.0
GILLETTE.BO,0.22019269871180347,0.3695829100787613,0.3227520960809641,0.008485491020238857,4846.14806640625,4840.558583984375,257299267584.0,54.34786,145.29,27934400512.0,1.39,0.123,523.0,4.0,46.0
GINNIFILA.BO,0.6277225574489405,1.0681280410354312,1.27401125525575,0.022974505725025504,33.40699989318848,38.32824997901916,1892867200.0,,-2.85,3681072128.0,,1.0,458.0,3.0,91.0
GIPCL.BO,0.3157445392421724,0.6773317396731605,0.839484480294476,0.013977890862248401,81.67392791748047,79.74570503234864,23920345088.0,11.510189,13.74,12907051008.0,2.5,0.52,416.0,12.0,99.0
GITANJALI.BO,0.43295543480601434,0.31834399191735246,0.0,0.0,1.059999942779541,1.059999942779541,,,,,,,,11.0,97.0
GLAXO.BO,0.22987952585810073,0.29090141768044775,0.167935102581098,0.007982985972829927,1286.67482421875,1367.4914947509765,419203612672.0,48.77883,50.73,37046362112.0,1.29,0.241,3211.0,7.0,31.0
GLENMARK.BO,0.3479558464365942,0.6421110583217363,0.7591404446310996,0.02109056620849582,420.23241760253904,402.21982345581057,360847900672.0,,-7.16,139607703552.0,0.2,0.891,14989.0,7.0,32.0
GLOBALVECT.BO,0.616776000887827,0.700363823900757,0.47861406516703775,0.03204883100089068,53.37299995422363,51.28599992752075,3258500096.0,,-5.19,5577567232.0,,0.823,436.0,8.0,4.0
GLOBUSSPR.BO,0.5299944377368124,0.9690886412035711,1.027420590022926,0.02509448836262905,821.7010986328125,1008.8854986572265,25086326784.0,144.83278,5.98,24723052544.0,0.4,0.819,883.0,4.0,14.0
GMBREW.BO,0.5107673426183227,0.8050916824854393,0.8737809825681893,0.020487233595377213,467.287470703125,471.8377403259277,13777822720.0,9.910436,60.85,14579946496.0,0.93,0.523,193.0,4.0,14.0
GMDCLTD.BO,0.39787612505506903,0.873248561881785,1.0193610867736684,0.026813605051443784,137.5334750366211,145.58145919799804,76812902400.0,11.518837,20.97,28148336640.0,3.95,0.652,837.0,5.0,92.0
GNFC.BO,0.41996122684409604,0.8849592373706867,1.1970980867676706,0.023178590551171475,574.8049194335938,634.037267150879,68915322880.0,13.388525,35.03,79467298816.0,3.52,0.402,2134.0,1.0,21.0
GOACARBON.BO,0.5751588090692484,0.9185263645667573,1.3810331212936517,0.031120302337355178,509.35020935058594,438.3251628112793,3856252416.0,,-6.7,5547423744.0,4.75,1.832,182.0,1.0,86.0
GOCLCORP.BO,0.4817831265377475,0.7843503125111673,1.315180402072477,0.04373196135740705,315.2186508178711,277.27846687316895,14271922176.0,10.267474,28.04,6262211072.0,1.39,1.251,218.0,1.0,86.0
GODFRYPHLP.BO,0.42813938314506667,0.7760038869463903,0.8775478534803328,0.03688440245140885,1695.723798828125,1240.0749227905274,268958253056.0,26.737417,194.11,51114590208.0,1.75,0.41,1123.0,4.0,93.0
GODREJCP.BO,0.31318674844725936,0.6553346305082828,0.7105746133965402,0.013070718300021987,843.6331420898438,814.0998712158203,1031807827968.0,,-4.44,141519503360.0,2.48,0.406,8600.0,4.0,46.0
GODREJIND.BO,0.31152051870160913,0.8067350662663797,0.5621396742270821,0.018796362426237615,437.4399987792969,454.46550048828135,369332748288.0,75.74241,14.48,201190293504.0,,0.572,1050.0,8.0,25.0
GODREJPROP.BO,0.3781653779461775,1.0420068353469545,1.4605354425892674,0.017548990222651054,1268.07900390625,1354.2184997558593,583181533184.0,36.36056,53.25,42271997952.0,,0.969,3015.0,9.0,75.0
GOENKA.BO,0.5365400351798529,0.3932016394173048,0.6896374811268985,0.023359664634898504,1.659399995803833,2.1009499967098235,313830016.0,,-0.08,11674000.0,,1.331,9.0,3.0,56.0
GOKEX.BO,0.6072412072827689,0.9959432466261551,0.781592598945584,0.021190690391077124,368.6573852539062,374.40534576416013,58073673728.0,38.31212,21.21,36613226496.0,0.11,0.481,33550.0,3.0,6.0
GOKUL.BO,0.6604484565633211,0.5359171318667856,0.6949152369863832,0.03906202207089386,34.97900032043457,34.402500038146975,4880437248.0,47.80392,1.02,33481908224.0,,0.684,326.0,4.0,68.0
GOLDENTOBC.BO,0.5653486977099828,0.49434512835200506,0.5220403391469739,0.019564547951740917,72.56,87.87550022125244,669134400.0,13.620071,2.79,326631008.0,,0.494,98.0,4.0,93.0
GOLDIAM.BO,0.6210686127361277,0.9124557178198083,1.0544487529676962,0.02610622095944276,127.84481872558594,136.026392288208,39177744384.0,35.342003,10.38,7326228992.0,0.55,1.252,75.0,3.0,56.0
GOLDTECH.BO,0.6720403635158535,0.5968454638920974,0.965669092211808,0.037416791270020705,50.510000076293935,56.63599994659424,2137173760.0,33.77049,1.83,833129984.0,,0.743,124.0,10.0,47.0
GOODLUCK.BO,0.5347101751706799,0.9640061388187839,0.7128490417263553,0.048243733801898336,452.1945330810547,365.2501345062256,20720197632.0,12.853372,49.24,37377966080.0,1.34,0.447,2647.0,1.0,89.0
GOODYEAR.BO,0.3174070699431821,0.6125466786507547,0.5996312577057579,0.022308641660545213,1045.0598217773438,945.9027014160156,19305506816.0,42.015564,19.92,25563299840.0,1.79,0.695,974.0,3.0,10.0
GPIL.BO,0.7632622837141954,1.1173781884978142,0.9512050934686755,0.04297434156315709,58.21897789001465,54.10618049621582,100850098176.0,12.149532,12.84,54374637568.0,0.64,1.405,,1.0,89.0
GPPL.BO,0.36329506276067725,0.6036089243552721,0.4182271606238933,0.023096767792332724,84.04010452270508,76.76231136322022,60430000128.0,17.241379,7.25,9924910080.0,6.4,0.512,463.0,8.0,57.0
GPTINFRA.BO,0.5828372855098654,0.7145739078117825,1.471803902036683,0.04602673584307053,25.666516609191895,21.09446378707886,11726672896.0,15.440931,6.01,11023329280.0,2.69,0.84,824.0,8.0,37.0
GRANULES.BO,0.4674126052798341,0.9098519421139766,1.0173327124787153,0.013352342818628108,347.4910076904297,308.33263381958005,111923101696.0,23.36962,19.75,44599578624.0,0.32,0.284,4057.0,7.0,32.0
GRAPHITE.BO,0.4596863947703734,0.719186170797068,1.0721378684281513,0.021243816295598295,359.9719854736328,397.92893676757814,76538544128.0,17.888128,21.9,26136899584.0,2.81,1.654,1721.0,8.0,34.0
GRASIM.BO,0.2937329994621879,1.0068702854818035,1.0704281293272206,0.012109886593606588,1730.1111181640624,1589.4730938720704,1552531193856.0,39.683308,58.1,1399435821056.0,0.43,0.599,25929.0,1.0,17.0
GRAUWEIL.BO,0.4959431379742162,0.9301550893301831,1.1665070755590647,0.03352863959674383,46.30916305541992,35.240075464248655,39451291648.0,24.509861,3.55,11274621952.0,0.57,0.536,905.0,1.0,86.0
GRAVITA.BO,0.5815138938046899,0.9200819903277194,0.9383973403199081,0.03750420932178297,382.67447998046873,320.2266603851318,115656146944.0,38.020584,41.78,36951101440.0,0.6,1.019,3717.0,8.0,60.0
GREAVESCOT.BO,0.38476156438525694,0.7731417425331393,1.4012082325535298,0.018657229433241298,143.52631927490233,157.06483139038085,53157007360.0,144.71518,1.58,27681400832.0,0.87,0.846,1712.0,8.0,87.0
GREENPLY.BO,0.41396344849884786,0.8029671335813375,0.7804076894976971,0.019157636629706317,159.850625,179.18664222717285,34065352704.0,31.647331,8.62,24385990656.0,0.18,1.127,2612.0,1.0,55.0
GREENPOWER.BO,0.5396288294585149,0.6649693687013712,0.7346682375059582,0.060263950199328245,9.328600025177002,9.892899978160859,14041169920.0,54.409092,0.22,2694599936.0,,0.805,129.0,12.0,98.0
GRINDWELL.BO,0.30149901958061814,0.47300853003587073,0.5952271356497603,0.011204379037305994,1948.0884912109375,1863.6948919677734,159381438464.0,43.293232,33.25,27931566080.0,1.18,0.548,2524.0,8.0,18.0
GRPLTD.BO,0.45313522293947406,0.3079377384147146,0.378103057664171,0.019763216128032213,469.5989224243164,400.6936615753174,13719991296.0,59.881287,42.96,5280510976.0,0.36,0.575,717.0,3.0,10.0
GSFC.BO,0.40665461726730046,0.8955614868897086,1.0103423767009954,0.03455824902907819,121.55795227050781,134.58049682617187,66764992512.0,12.265739,13.66,95770238976.0,2.39,0.8,2855.0,1.0,2.0
GSPL.BO,0.3310359515937309,0.6544067223899002,0.9298254146627282,0.02604938265690084,242.74642333984374,237.79128250122068,153408962560.0,11.235537,24.2,176117923840.0,1.84,0.731,254.0,12.0,100.0
GSS.BO,0.6317935578098667,0.5428932450237314,0.20795199054667907,0.024035688622019862,293.1090020751953,223.68675018310546,1179628800.0,13.210982,3.46,1254676992.0,,0.736,65.0,10.0,47.0
GTL.BO,0.5760834892127722,0.788990593507922,0.9058835358263765,0.04340678696638354,8.01399998664856,9.106849982738495,1340170496.0,1.1497977,7.41,2496668928.0,,0.811,1553.0,2.0,90.0
GTLINFRA.BO,0.6142238793899121,0.6852072179129161,0.7862517450630756,0.03513434809626984,1.2797999930381774,1.3667999970912934,19085559808.0,,-0.64,13381399552.0,,1.292,277.0,10.0,22.0
GUFICBIO.BO,0.6091203660326341,0.830910727584067,0.8380301412411192,0.016678469478496345,216.61240417480468,223.28644096374512,33036589056.0,40.32436,8.17,8097793024.0,0.03,0.913,1491.0,7.0,32.0
GUJALKALI.BO,0.40329049990641574,0.8554733772132059,1.2803436470684526,0.015683150010635572,766.6309838867187,776.9211401367188,38528667648.0,,-16.37,39990644736.0,2.78,0.464,1365.0,1.0,21.0
GUJAPOLLO.BO,0.43011206429088694,0.5190721248407687,0.7548545468127729,0.015473985933161412,195.46633819580077,200.47586612701417,3049710080.0,32.798225,7.88,581732992.0,0.77,0.114,93.0,8.0,87.0
GULFPETRO.BO,0.573569357147926,0.8489590442789327,0.7557336538730968,0.041243785256301145,46.888000106811525,50.54299997329712,1987881856.0,8.006161,4.87,5877492224.0,,0.629,273.0,5.0,66.0
