cluster,ticker1,ticker2,pvalue,hurst,beta,alpha
6,EXCELINDUS.BO,POLYPLEX.BO,0.7159097809025086,0.4484450878164932,0.6881762101903435,1.0461716962813979e-16
6,JAYAGROGN.BO,MANALIPETC.BO,0.8280334040396307,0.568570564968546,0.4667982504748208,-4.9106018396881916e-17
6,JAYAGROGN.BO,POLYPLEX.BO,0.8405602792180007,0.5612804115918523,0.3341613044197178,-2.26314693481282e-16
6,MANALIPETC.BO,POLYPLEX.BO,0.24419779889020565,0.37345656175953346,0.9424895742417814,3.9498319145318077e-17
7,BANSWRAS.BO,RESPONIND.BO,0.6766340132517541,0.4274206783901539,0.40116094804107666,-9.607699251563853e-17
7,BANSWRAS.BO,THOMASCOOK.BO,0.7663162822843466,0.4130400815761763,0.45264429752382973,-6.672013369141565e-17
7,RESPONIND.BO,THOMASCOOK.BO,0.2830013571434226,0.48792820640425216,-0.09475491860046867,2.1083562246487347e-16
8,JINDRILL.BO,ROHLTD.BO,0.462686955911462,0.43524667215714047,0.1128701684263075,-6.832141690000965e-17
8,JINDRILL.BO,TAJGVK.BO,0.6150337809468491,0.4524868061468704,-0.31197355326379206,-1.3237274524376869e-16
8,ROHLTD.BO,TAJGVK.BO,0.8304664244753497,0.48642926257206,0.792140381601207,6.93889390390723e-17
9,CANFINHOME.BO,EDELWEISS.BO,0.8825983033230365,0.45589870041905883,0.4646896304166556,2.754207118781638e-16
9,CANFINHOME.BO,LICHSGFIN.BO,0.7898826377048224,0.3984113708953904,0.6442277520089,3.0424380963285535e-16
9,CANFINHOME.BO,PEL.BO,0.5610675322279001,0.41938254941578473,0.8510563796642786,-4.5369690910162646e-17
9,EDELWEISS.BO,LICHSGFIN.BO,0.504129640799703,0.48292004065367183,0.7192049683325012,1.4998686053830236e-16
9,EDELWEISS.BO,PEL.BO,0.626879258509137,0.4700680883487736,0.7743036273119204,-1.4945309946877107e-17
9,LICHSGFIN.BO,PEL.BO,0.2367743237787837,0.4428398122485436,0.7772864227760705,-2.7328566760003855e-16
10,AIAENG.BO,ELGIEQUIP.BO,0.6588403336611561,0.3567112860904501,0.807032663227825,-8.540177112501206e-18
10,AIAENG.BO,HONDAPOWER.BO,0.2749860664677738,0.38452416826511854,0.7803575467110992,5.684555390508614e-17
10,AIAENG.BO,ISGEC.BO,0.9666502568137172,0.4560957868749168,0.7216371380499382,-1.601283208593976e-16
10,AIAENG.BO,KIRLOSIND.BO,0.4142701854122835,0.4348940697114153,0.8271245395471879,-5.764619550938311e-17
10,AIAENG.BO,TDPOWERSYS.BO,0.7120425078441452,0.3846712892977815,0.49025734479612154,9.821203679376389e-17
10,AIAENG.BO,TIMKEN.BO,0.7969693425754079,0.301602325734093,0.8306714015692062,-3.6295752728130124e-17
10,AIAENG.BO,TRITURBINE.BO,0.6829192372817203,0.45591555862311034,0.7507769409296605,-1.2063000171407947e-16
10,ELGIEQUIP.BO,HONDAPOWER.BO,0.7268997184102537,0.38223655269477896,0.6816864506769673,-3.629575272813011e-17
10,ELGIEQUIP.BO,ISGEC.BO,0.9939175907520617,0.42826644962588184,0.5192272949773575,-1.3050458150040907e-16
10,ELGIEQUIP.BO,KIRLOSIND.BO,0.5474158396462524,0.3704664061950759,0.8267005029904269,-8.433424898594937e-17
10,ELGIEQUIP.BO,TDPOWERSYS.BO,0.5647538883764869,0.30873230387394485,0.8468199016147498,-1.0781973604532775e-16
10,ELGIEQUIP.BO,TIMKEN.BO,0.02996098966658091,0.25063168918202117,0.9656859016050188,-8.079808190030438e-17
10,ELGIEQUIP.BO,TRITURBINE.BO,0.17240003354064526,0.3679017062647592,0.8620810953351394,5.337610695313251e-18
10,HONDAPOWER.BO,ISGEC.BO,0.7712554494526184,0.4495730367888227,0.801559329948106,-1.579932765812723e-16
10,HONDAPOWER.BO,KIRLOSIND.BO,0.10731884128339597,0.41645401496386625,0.7885109941833601,-9.607699251563853e-17
10,HONDAPOWER.BO,TDPOWERSYS.BO,0.29154212138254343,0.4088603996155963,0.5022248196379905,2.562053133750362e-17
10,HONDAPOWER.BO,TIMKEN.BO,0.22565198955411647,0.39858570382086606,0.6956094966798299,-1.7080354225002412e-16
10,HONDAPOWER.BO,TRITURBINE.BO,0.01534047484067799,0.37126774487850084,0.8566579396693718,-5.5511151231257815e-17
10,ISGEC.BO,KIRLOSIND.BO,0.783197729696324,0.41412064484188355,0.8130870774340349,8.753681540313733e-17
10,ISGEC.BO,TDPOWERSYS.BO,0.6900432754290752,0.5276188123851725,0.28437296188082395,5.124106267500724e-17
10,ISGEC.BO,TIMKEN.BO,0.7508768675656883,0.5087833994467548,0.5102148474813958,-4.270088556250603e-18
10,ISGEC.BO,TRITURBINE.BO,0.7705524874705847,0.49575529986564193,0.710978405465569,1.6012832085939755e-16
10,KIRLOSIND.BO,TDPOWERSYS.BO,0.5990807044488398,0.439664367982783,0.5869057377063148,-1.2810265668751812e-16
10,KIRLOSIND.BO,TIMKEN.BO,0.4886608408342626,0.4333094592341492,0.8146979589481442,-1.494530994687711e-16
10,KIRLOSIND.BO,TRITURBINE.BO,0.49972620122829775,0.4065088597612809,0.8456953845419325,4.296776609727168e-17
10,TDPOWERSYS.BO,TIMKEN.BO,0.7180989566734108,0.32693860222759297,0.8451747939460708,7.099022224766628e-17
10,TDPOWERSYS.BO,TRITURBINE.BO,0.36498220629144174,0.398549426347765,0.7866035176291949,1.1102230246251563e-16
10,TIMKEN.BO,TRITURBINE.BO,0.5215308905943757,0.37564613609223235,0.8420391562512525,1.8147876364065056e-16
11,ADSL.BO,ANANTRAJ.BO,0.17759337856005508,0.5095069143838592,0.8306356097949639,-1.2656809361261546e-16
11,ADSL.BO,KABRAEXTRU.BO,0.008819908782102124,0.4069297471915162,0.92947336498235,-3.8964558075786753e-17
11,ADSL.BO,MARATHON.BO,0.8343729446179344,0.4421456740180963,0.353061692643265,-1.6973602011096142e-16
11,ADSL.BO,NELCAST.BO,0.8136317033706117,0.45734636529970496,0.47901626041566364,1.0141460321095178e-17
11,ADSL.BO,ONWARDTEC.BO,0.018270190877980458,0.37080578945108383,0.9369859400080005,-1.2276504599220484e-17
11,ADSL.BO,TEXRAIL.BO,0.9066636517113389,0.41623980818649015,-0.18615430867635865,1.921539850312771e-17
11,ANANTRAJ.BO,KABRAEXTRU.BO,0.1753894723066362,0.4515512240087375,0.8537147271216978,4.8572257327350605e-17
11,ANANTRAJ.BO,MARATHON.BO,0.98851830036736,0.5254709788576976,0.356176093538672,-6.618637262188433e-17
11,ANANTRAJ.BO,NELCAST.BO,0.9907584622059943,0.4770850660284173,0.4354492367762591,3.349350711309065e-17
11,ANANTRAJ.BO,ONWARDTEC.BO,0.2604584062760691,0.48257967193225215,0.8582289811169893,1.6066208192892897e-16
11,ANANTRAJ.BO,TEXRAIL.BO,0.9932599905690451,0.5091280666795217,-0.28842486175326054,2.028292064219036e-16
11,KABRAEXTRU.BO,MARATHON.BO,0.8402938981756238,0.5391540387614403,0.5310082911596277,-6.832141690000964e-17
11,KABRAEXTRU.BO,NELCAST.BO,0.9366789959693035,0.47883327913407975,0.6323111678979559,2.068324144433885e-17
11,KABRAEXTRU.BO,ONWARDTEC.BO,0.007134785523354034,0.3650986399992974,0.9665054453186144,3.9498319145318077e-17
11,KABRAEXTRU.BO,TEXRAIL.BO,0.9885792726310125,0.5021371702383288,-0.16121908894668344,3.202566417187951e-17
11,MARATHON.BO,NELCAST.BO,0.5414924515104694,0.46415806881599514,0.7811140640592975,4.456904930586565e-17
11,MARATHON.BO,ONWARDTEC.BO,0.5948717474741809,0.5416714982205414,0.48677040674575367,6.832141690000965e-17
11,MARATHON.BO,TEXRAIL.BO,0.9202249337020313,0.5260292643465833,0.16945587099556206,2.6047540193128674e-16
11,NELCAST.BO,ONWARDTEC.BO,0.37084555881489356,0.4059920710952918,0.6119560479850462,1.750736308062747e-16
11,NELCAST.BO,TEXRAIL.BO,0.8035862791868702,0.40053981980521536,0.05352662890713904,-3.5014726161254936e-16
11,ONWARDTEC.BO,TEXRAIL.BO,0.9808729228826272,0.4683157205680932,-0.2388380490884113,2.9890619893754213e-17
12,ASHIANA.BO,GREAVESCOT.BO,0.30670338953831133,0.4055477460582139,0.7191923215477695,1.6226336513752287e-16
12,ASHIANA.BO,KOLTEPATIL.BO,0.5503775479635603,0.45446125458158904,0.5702193292525047,-9.607699251563855e-17
12,ASHIANA.BO,SOBHA.BO,0.5746125555116157,0.4541974488419596,0.42124712147186644,1.3237274524376869e-16
12,GREAVESCOT.BO,KOLTEPATIL.BO,0.032359035823894974,0.45753180035854163,0.7484055070521957,-2.369899148719084e-16
12,GREAVESCOT.BO,SOBHA.BO,0.09650178607469018,0.42349213749047715,0.6700253727491934,-1.0675221390626508e-18
12,KOLTEPATIL.BO,SOBHA.BO,0.3434002553410137,0.402533469019517,0.7864435993046337,1.601283208593976e-16
